Country,Country code,Cluster1990,Cluster2015,Flow_1990_2015,Transition_Types,AA,AB,BA,BB,BC,CB,CC,CD,DB,DC,DD,agriculture add(%gdp),CO2(ton),"Industry, value added (% of GDP)",population,unemployment rate,"Agriculture, value added (% of GDP)","Agriculture, value added (current US$)",Agriculture value added per worker (constant 2010 US$),"Industry, value added (% of GDP)","Industry, value added (current US$)",CO2 emissions (metric tons per capita),"Population, total",Population growth (annual %),"Population, female (% of total)","Population, male (% of total)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (national estimate)","Air transport, passengers carried","Air transport, freight (million ton-km)","Air transport, registered carrier departures worldwide","International tourism, number of arrivals","International tourism, number of departures","International tourism, receipts (current US$)","International tourism, expenditures (current US$)","International tourism, expenditures (% of total imports)","International tourism, receipts (% of total exports)",Exports of goods and services (% of GDP),Exports of goods and services (annual % growth),Exports of goods and services (current US$),Imports of goods and services (% of GDP),Imports of goods and services (annual % growth),Imports of goods and services (current US$),Renewable internal freshwater resources per capita (cubic meters),"Improved water source, rural (% of rural population with access)",Improved water source (% of population with access),Improved sanitation facilities (% of population with access),"Improved sanitation facilities, rural (% of rural population with access)",Mobile cellular subscriptions,Mobile cellular subscriptions (per 100 people),Fixed broadband subscriptions,Fixed broadband subscriptions (per 100 people),Individuals using the Internet (% of population),Secure Internet servers (per 1 million people),Researchers in R&D (per million people),"Patent applications, residents","Patent applications, nonresidents",Rail lines (total route-km),"Railways, goods transported (million ton-km)","Railways, passengers carried (million passenger-km)",Urban population (% of total),Urban population growth (annual %),Oil rents (% of GDP)
Mauritius,MUS,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,7.084961043,2.368472804,28.63566893,1192002.296,7.460920019,7.084961043,342118163.4,5710.875801,28.63566893,1575578154,2.368472804,1189253.42,0.704567701,50.34167225,49.65832775,7.460920019,7.361249954,988073.4615,157.1058845,11251.5,776428.57,186476.19,1209666667,327476190.5,7.27453676,30.02611408,57.54321194,4.263575965,3674097809,63.36662263,3.649106026,4183324093,2301.277424,99.13461538,99.44230769,91.88076923,90.64230769,594681,48.34815866,78042.93,6.294066013,18.58284752,75.19966396,181.11234,2.5,13.13,0,0,0,41.97330769,0.342762387,0
Mexico,MEX,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,4.158121682,3.971030882,33.63774344,106263580.8,4.002119999,4.158121682,27668818255,3867.443139,33.63774344,2.51036E+11,3.971030882,105445240.7,1.570008723,50.28674099,49.71325901,4.002119999,3.905999985,22407903.83,410.3665259,308512.148,22126666.67,13079714.29,11621238095,8163142857,3.615464033,5.62590387,25.33198154,8.161853386,2.08173E+11,26.40148912,9.036289863,2.17403E+11,3843.760559,76.36538462,89.80769231,76.43076923,55.26153846,41538323.5,35.50949743,6510437.63,5.443277573,15.92365692,17.65859516,286.6046256,689.81,11539.04,24482.94118,52177.58235,1147.16,75.51123077,1.994997029,3.357116278
"Micronesia, Fed. Sts.",FSM,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,26.23842583,1.192417797,7.199709324,105001.2222,21.67,26.23842583,63898123.81,5515.458123,7.199709324,17437233.33,1.192417797,105003.69,0.401089686,49.03492468,50.96507532,0,0,0,0,0,25760,0,20116666.67,13305555.56,11.3717152,22.69194763,0,0,0,0,0,0,0,88.68846154,89.95384615,38.66153846,29.76923077,10965.04,10.50512286,1079.89,1.03799637,12.6447253,28.81137124,0,0,0,0,0,0,23.27776923,-0.150893115,0
Moldova,MDA,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,20.587701,1.888260594,20.29724251,3618568.963,6.613280001,20.587701,554956923.9,2816.092515,20.29724251,598682085.9,1.888260594,3621129.31,-0.134924372,52.10743487,47.89256513,6.613280001,5.079583354,331383.5,1.201526096,4425.695652,52471.43,84795.24,162523809.5,216142857.1,7.457722171,10.06591258,47.30852918,5.988714576,1747652821,79.70828573,7.353171275,3188816571,448.521475,76.94166667,85.98333333,73.6875,62.55833333,1207082.31,33.83904817,196674.8,5.602297467,17.37656304,16.2281116,657.4791592,222.78,40.7,1148.263636,1814.818182,370.82,45.62973077,-0.290799071,0
Mongolia,MNG,ClusterC_1990,ClusterB_2015,C_1990-B_2015,CB,0,0,0,0,0,1,0,0,0,0,0,22.97764127,4.789009948,33.00263057,2524315.593,6.372159996,22.97764127,653496561.9,3878.513535,33.00263057,1303994952,4.789009948,2504966.27,1.267684686,50.36116084,49.63883916,6.372159996,8.278749883,433982.963,5.854097162,7187.473927,295952.38,0,170095238.1,228142857.1,8.198366796,9.277950189,48.53455454,14.2864384,1999038224,59.12159094,14.46490388,2493227677,13724.48618,37.55384615,58.43846154,51.73333333,30.16666667,988448.12,36.01349232,60853.93,2.157169469,7.373384076,11.37903189,0,111.68,63.79,1836.472222,6957.972273,1068.47,61.79688462,2.163078172,0.666406177
Montenegro,MNE,ClusterA_1990,ClusterB_2015,A_1990-B_2015,AB,0,1,0,0,0,0,0,0,0,0,0,10.36379475,3.413034967,20.84091383,613545.4074,19.25284019,10.36379475,260209403.5,8727.841088,20.84091383,524912750.4,3.754338464,613190.19,0.097591925,50.58704644,49.41295356,19.25284019,20.07666651,441513.6415,5.389125,6369.900869,854428.57,0,855222222.2,72333333.33,2.534171612,50.20873134,39.94785138,0.133620079,1271777266,65.12304851,-1.786474016,2118477821,0,96.31111111,98.24444444,91.92777778,89.02222222,946494.58,152.765416,65371.8,10.53220929,41.62749779,38.18541945,702.1121875,20.29,293.5,0,0,0,58.63930769,1.295941555,0
Morocco,MAR,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,15.37302794,1.364184532,29.18289445,29946631.7,13.00580002,15.37302794,8196664714,2893.307011,29.18289445,16051549663,1.364184532,29741625.77,1.362544627,50.46591014,49.53408986,13.00580002,12.83584,3956151.709,53.24101899,48046.0082,6341333.33,1909761.9,5419523810,1210904762,4.811020134,27.77697675,28.22405393,5.543565329,18623378329,35.55659899,5.297596314,24110866852,965.4959195,59.62307692,79.54230769,66.07307692,47.2,14015073.62,43.85244343,495330.64,1.53611014,21.54126696,2.304979645,774.4706029,147.1,587.42,1963.5,5081.2568,3005,54.43607692,2.26012518,0.004257533
Mozambique,MOZ,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,29.17806474,0.098042347,19.49747914,20236086.56,23.70788025,29.17806474,1910399871,242.6211197,19.49747914,1367589853,0.098042347,19905571.58,2.934852953,51.84914914,48.15085086,23.70788025,23.92499924,363551.5899,6.682193884,9010.134461,1151600,0,135850000,192050000,4.344915288,5.650421168,21.74998439,15.80629662,1995761606,49.79362865,12.09724374,4155275334,5081.072231,29.35384615,42.96153846,15.27692308,5.846153846,3608688.38,14.38768886,21699.3,0.085953993,2.690507327,0.780378008,25.073888,10.73,21.29,3102.2,916.2,184.5,29.23569231,4.140574562,0.04619266
Myanmar,MMR,ClusterD_1990,ClusterC_2015,D_1990-C_2015,DC,0,0,0,0,0,0,0,0,0,1,0,41.49910187,0.204776522,22.48687556,47113036.04,0.859799998,41.49910187,11203591972,850.4186063,22.48687556,9115944359,0.204776522,46891028.85,1.037406434,51.12420334,48.87579666,0.859799998,0,987384.0095,2.687595337,22954.86884,985380.95,0,376238095.2,64938095.24,1.381367681,7.000541707,4.662190812,2565.047555,2828632879,5.043709002,2414.496316,3084659081,21219.02249,62.94230769,69.47307692,66.496,61.38,3237178,6.022064645,15209.25,0.029059178,2.789971686,0.158411197,10.863864,0,0,3335.935484,573.9161446,3934.67,28.43546154,2.319030086,1.147106272
Namibia,NAM,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,9.522651754,1.057349454,29.46163311,1955475.481,23.43492004,9.522651754,554639889.9,3485.787881,29.46163311,1872642482,1.057349454,1935312.5,2.225490015,51.33031791,48.66968209,23.43492004,23.5579998,348597.5194,24.07620503,7246.4,828714.29,0,413809523.8,114809523.8,3.618448348,15.06273483,44.57758867,3.704554791,2994738994,52.97904202,7.241869454,3715869990,3165.252926,71.54615385,80.63076923,28.86153846,13.32692308,757775.85,34.0591142,15966,0.690481255,5.936348891,12.67246122,141.41493,7,136,2382,1215.338167,46.5,35.52207692,4.273666975,0
Nepal,NPL,ClusterD_1990,ClusterC_2015,D_1990-C_2015,DC,0,0,0,0,0,0,0,0,0,1,0,38.89053949,0.127889427,18.54421148,24462890.04,2.953520002,38.89053949,3141452277,444.4211062,18.54421148,1472213089,0.127889427,24289048.46,1.72625429,50.47565309,49.52434691,2.953520002,2.56249997,618011.8452,11.05951131,19661.33462,501095.24,396105.26,294190476.2,324428571.4,8.372539861,19.66854797,16.14111366,0.636865857,1281402452,32.21687418,7.307098824,3163340732,8111.692089,77.35769231,79.33076923,25.54230769,22.47307692,4837041.38,17.51839678,129121.3,0.464409575,3.20413972,1.540710103,61.18211,6.88,15.25,0,0,0,13.99634615,4.722752943,0
Netherlands,NLD,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,2.546879003,10.90909794,24.47692632,16086691.89,4.950999985,2.546879003,12373359274,52832.87458,24.47692632,1.27891E+11,10.90909794,16050856.65,0.506718784,50.42241232,49.57758768,4.950999985,5.055384599,22577292.38,4377.232579,234492.6862,10260380.95,16273476.19,13022523810,16562380952,4.620758552,3.371560181,65.44486038,5.124219478,4.0748E+11,57.93932549,5.002827846,3.59577E+11,681.7478112,100,100,97.98461538,99.9,11118262.42,67.65525468,4356057.06,26.28706013,52.55586409,1428.622007,3192.724735,2222.27,484.65,2846.32,3402.066667,14904,79.79507692,1.589235794,0.045905205
New Zealand,NZL,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,8.177732038,7.821320353,24.00717723,4024988.889,6.222679977,8.177732038,7217828372,72413.80433,24.00717723,20582792198,7.821320353,3999307.69,1.131965294,50.87132426,49.12867574,6.222679977,6.290384568,10705922.93,750.4527713,196953.0767,2276000,1678142.86,5093285714,2406047619,0,0,30.02050503,4.261188091,29517461306,28.46603753,5.003249349,28300533873,80999.14177,100,100,0,88,2574811.42,60.48180592,727533.5,16.53591242,49.61213391,931.5786344,3136.940117,1472.23,4916.27,3924.6,3107.4,363.63,85.75626923,1.354856725,0.358983894
Nicaragua,NIC,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,19.53689186,0.721707246,24.14967433,5209475.296,9.426119919,19.53689186,1209761363,3356.960961,24.14967433,1562864379,0.721707246,5173304.04,1.558935796,50.58550033,49.41449967,9.426119919,9.961666716,74348.27273,4.839545451,1586.545455,745000,688571.43,238666666.7,189476190.5,5.408353118,11.44299657,27.30382642,9.073051162,1979615430,48.82376429,8.049902843,3266884052,29955.85795,61.84230769,80.31923077,56.84230769,42.03846154,1902399.12,32.11952006,50758.13,0.852999283,5.141577035,6.636457296,71.03102,5.3,113.56,0,0,0,55.40338462,2.023004913,0
Niger,NER,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,0,0.076427075,0,13250136.59,2.850560012,0,1397209179,541.7842303,0,636294282.7,0.076427075,12964642.35,3.617024597,50.39635736,49.60364264,2.850560012,3.280000091,61949.72222,10.8739682,1015,69142.86,10000,41994736.84,55947368.42,5.551764115,6.445574748,17.76740882,8.508931064,693237740.9,30.16211282,11.10135283,1273519644,276.4531582,39.07307692,46.28846154,7.334615385,2.992307692,1712783.58,9.932863639,3051.5,0.017092426,0.603714912,0.218269115,8.320674,0,0,0,0,0,16.65773077,4.398175549,2.76742231
Nigeria,NGA,ClusterD_1990,ClusterC_2015,D_1990-C_2015,DC,0,0,0,0,0,0,0,0,0,1,0,31.43364475,0.539777626,37.93085359,135188798.9,6.47448,31.43364475,41017666414,4477.792158,37.93085359,48360161702,0.539777626,133234920.4,2.57144681,49.53663227,50.46336773,6.47448,18.00111098,1595378.807,10.20306416,23636.26294,935550,0,346190476.2,4663200000,9.953844456,0.680906334,33.20851866,6.933479089,43285358551,23.15376823,9.983444702,29388965841,1658.711895,40.93076923,54.65384615,33.26153846,31.83076923,36744692.08,22.16603861,40276.89,0.025581375,6.741699543,0.996146364,38.57563,42,634.5,3418.230769,128.5415385,509.41,37.70226923,4.512565171,24.5612911
North Korea,PRK,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,2.068845712,9.147197012,37.45784601,4639491.444,4.093119974,0,0,0,0,0,2.655361166,23208105.42,0.896789389,51.21292218,48.78707782,4.667880001,0,147515.5033,2.259454209,2894.243856,0,0,0,0,0,0,0,0,0,0,0,0,2867.043955,99.71538462,99.84615385,67.5625,60.35,448506.92,1.798488629,0,0,0,0.050035836,0,7334.43,41.2,0,0,0,59.61603846,1.067246482,0
Norway,NOR,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,2.068845712,9.147197012,37.45784601,4639491.444,4.093119974,2.068845712,4389753008,53897.54781,37.45784601,95667162523,9.147197012,4616666.92,0.788446769,50.2990037,49.7009963,4.093119974,4.138461535,12331151.27,165.4864007,274070.4667,3867523.81,2251833.33,4361095238,10754333333,11.38619207,3.546882101,40.34804505,2.652811393,1.1269E+11,29.81881433,4.197932472,81080164723,81934.28147,100,100,98.1,98.3,3423694.62,72.06732966,1226459,25.11546997,56.43818029,1050.355884,5026.732854,1133.92,3664.35,4131.727273,2092,2736.45,76.49403846,1.225552807,6.287962638
Oman,OMN,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,1.286298411,11.14980162,63.33870253,2676802.185,18.37624008,1.286298411,560239952.7,2797.445895,63.33870253,21071747791,11.14980162,2609572.96,3.386491263,41.40027687,58.59972313,18.37624008,17.27000046,2573894.136,150.6736371,26140.95455,1002666.67,2483500,928450000,1057250000,6.769251916,3.707184973,53.92421819,3.031712167,20636330057,37.63871558,13.30114262,14044823472,535.2078938,77.76153846,86.04230769,90.62307692,76.50384615,1871507.88,60.13796356,67331.79,1.956368392,21.8673975,30.34396685,163.86296,0,0,0,0,0,72.62988462,4.107683523,33.1418941
Pakistan,PAK,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,24.78627508,0.809901796,23.20364114,148591881.9,6.018360004,24.78627508,27147406769,1629.749788,23.20364114,24632053716,0.809901796,146876051.4,2.283556846,48.43502816,51.56497184,6.018360004,5.793600016,5930817.827,355.7202594,61536.44508,663055.56,0,781809523.8,1335523810,4.811385823,4.486044795,14.75106816,4.752660589,16169064807,19.02976381,3.038738664,22408097720,373.0692922,85.85384615,88.95384615,41.65769231,25.33461538,39272005.46,22.30084312,868060,0.480072054,5.39160735,0.834275405,157.5784743,75,946.04,8126.816154,4612.472154,20709.38,34.19907692,3.227013729,0.706443351
Panama,PAN,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,5.804061798,1.974195511,21.99846199,3223969.407,10.31584002,5.804061798,913715284.6,4087.345053,21.99846199,4355196138,1.974195511,3192809.81,1.903922002,49.65158644,50.34841356,10.31584002,10.47050003,3166750.843,38.57434786,42904.30424,940523.81,340523.81,2031952381,464333333.3,3.000851575,11.17912435,64.03363467,6.220492413,12508841596,73.25853854,6.472520594,14196777227,42502.01073,78.03461538,90.01153846,67.73846154,48.61923077,2291561.23,62.04204084,168821.53,4.522473265,19.05046926,82.46832668,103.2119212,16.17,207.13,0,0,0,61.82,2.746071382,0
Papua New Guinea,PNG,ClusterD_1990,ClusterD_2015,D_1990-D_2015,DD,0,0,0,0,0,0,0,0,0,0,1,34.25677199,0.604407092,36.73623782,6078481.407,2.589039984,34.25677199,1313425655,0,36.73623782,1414305714,0.604407092,6001307.96,2.43438192,49.16684355,50.83315645,2.589039984,4.413333257,1153400.435,21.93560211,31903.79929,98857.14,60000,6510952.38,96004761.9,2.558351807,0.217243616,57.17895791,6.996606614,2305946897,49.32154934,3.44138718,1971172532,133425.2353,28.38461538,36.38461538,19.30384615,13.08461538,762398.23,10.63501144,8717.5,0.12046378,1.964251977,4.133738891,0,1,56.67,0,0,0,13.49738462,1.939440505,8.042039379
Paraguay,PRY,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,18.87507685,0.736572019,33.76794749,5543548.444,6.239160004,18.87507685,2420801405,3880.333553,33.76794749,3955293384,0.736572019,5498096.15,1.850149433,49.36246352,50.63753648,6.239160004,6.28150003,400686.8138,3.555800887,7585.797417,444095.24,320857.14,169000000,229190476.2,3.742792579,2.300058917,52.59807724,4.694964342,6925031883,45.60852811,4.423637964,6202719049,21155.55374,58.81923077,76.99615385,71.66538462,55.29615385,2700291.69,42.09343654,63952.5,0.95035962,12.97112185,8.371775735,104.666713,18.43,207.43,0,0,0,55.50207692,2.691013309,0
Peru,PER,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,8.221899343,1.285888005,34.52399171,26895781.48,6.509120007,8.221899343,6684712015,2286.50293,34.52399171,30441300776,1.285888005,26708163.88,1.477422999,50.03282666,49.96717334,6.509120007,7.590800056,4671450.48,115.6535118,56927.07368,1684142.86,1525714.29,1865714286,1177571429,5.793612301,8.753940765,20.26703668,5.419531446,20899225959,20.19441616,8.588192377,20062179405,60891.84228,56.56923077,80.87307692,65.01538462,33.5,10677433.04,36.17914664,767963.69,2.580645609,17.53941739,13.2239312,0,41.83,830.67,1853.45125,908.0627391,153,73.93669231,2.006911533,1.107718782
Philippines,PHL,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,15.357517,0.864133687,32.90741755,82716822.63,8.54039999,15.357517,17344550458,1623.395592,32.90741755,41210004506,0.864133687,81924384.19,2.005129623,49.59957966,50.40042034,8.54039999,8.523846149,12184784.58,351.7991997,104773.8077,2931952.38,2192333.33,3279761905,4062238095,6.757963789,7.49223623,38.28749669,6.218286464,46036889767,43.39445171,6.431823628,51627273044,5816.480288,83.79230769,87.82692308,65.46538462,58.35769231,37968828.58,40.62609665,1293420.43,1.331943367,12.85497762,5.606325708,91.29052143,183.85,2635.5,480.6875,3.929,186.19,46.89076923,1.732215741,0.094520115
Poland,POL,ClusterB_1990,ClusterA_2015,B_1990-A_2015,BA,0,0,1,0,0,0,0,0,0,0,0,3.474701445,8.393953964,33.31508364,38255612.93,12.73116007,3.474701445,9469335329,3546.412343,33.31508364,97082388509,8.393953964,38267443.58,0.002520249,51.50942121,48.49057879,12.73116007,12.48500002,3042439.063,73.27139964,60057.21038,15673428.57,45435428.57,8910761905,6667285714,6.53997727,10.03560759,32.18397715,8.656499338,1.05854E+11,33.44992127,10.17923021,1.09619E+11,1401.723489,92.02692308,96.34615385,91.33,84.715,22840015.15,59.76670095,4036204,10.56402656,28.38476327,173.7116862,1612.170107,2911.38,1982.5,21273.88,50180.07692,22176.19,61.28615385,-0.040817482,0.034329617
Portugal,PRT,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,3.060320293,5.239439815,25.17004743,10308361.33,7.854360065,3.060320293,4522575352,8003.60679,25.17004743,39176731701,5.239439815,10307736.35,0.133390528,51.91253177,48.08746823,7.854360065,7.730384689,7989723.904,254.416252,109448.1311,6353285.71,11252571.43,10263190476,3786380952,5.641959267,17.73862398,29.5229429,4.665378593,50715267843,36.17799964,4.735003526,61035341512,3682.641151,97.60769231,98.31153846,96.73076923,94.88461538,7289780.42,69.31265915,1445808.18,13.66900297,27.79218544,142.075378,2626.522323,268.19,366.81,2827.818077,2153.083333,4138.58,55.85107692,1.25686537,0
Puerto Rico,PRI,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,0.978338202,0,88.05152345,3694869.407,13.31880009,0.978338202,578598767.8,23375.15598,88.05152345,60732126267,0,3705775.65,-0.035788707,51.86214845,48.13785155,13.31880009,13.39576934,0,0,0,3327285.71,1168428.57,2871523810,1341523810,0,0,74.65171757,2.430348793,51719970290,60.97917592,2.389327811,41050837002,1927.447749,93.6,93.6,99.3,99.3,1591592.65,42.70343897,338685.27,9.140025751,27.75090564,74.57250901,289.97411,0,0,0,0,0,93.84669231,0.034080831,0
Qatar,QAT,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,0.169796591,52.9904383,118.3039988,1111968.296,1.199840018,0.169796591,122596153.8,20250.3262,118.3039988,83628680786,52.9904383,1055897.69,6.466733635,30.77605104,69.22394896,1.199840018,0.912307691,6921668.269,1497.964169,53540.07692,1164533.33,0,3550000000,4834153846,19.41064885,7.050265333,60.02741409,9.184223103,47946628378,31.23045347,17.68433367,22055332172,66.94996542,99.43333333,99.43333333,99.05769231,99.05384615,977947.73,62.24768672,114181.07,6.468779619,33.54915442,84.57318821,597.06076,5.67,286,0,0,0,96.6915,6.747935145,21.40869556
Romania,ROU,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,12.73846516,4.754708001,38.47113062,21512095.89,7.017959976,12.73846516,7511077583,7701.329545,38.47113062,31846941190,4.754708001,21581588,-0.600100397,51.152797,48.847203,7.017959976,6.930799961,1946760.669,9.230013808,33236.41538,6567523.81,8786142.86,1250904762,1313095238,3.406055548,3.935238531,30.32724483,8.574192879,31285871101,36.86670416,8.9294031,37446681625,1993.250122,77.66923077,88.14615385,74.81923077,56.97692308,10377856.69,47.42213067,2064320.53,9.472978512,19.71863877,47.31973673,986.8024445,1298.54,278.58,11096,19334.11538,11944.58,53.59730769,-0.452081339,1.053234481
Russia,RUS,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,6.349099773,11.48395224,37.42724402,145484067.5,8.084999981,6.349099773,41290428539,7420.364903,37.42724402,2.80994E+11,11.48395224,145527978,-0.095536838,53.34529566,46.65470434,8.084999981,7.677199958,39742679.6,1986.798533,500596,22598571.43,28473190.48,10214190476,23112476190,11.60850579,4.059217092,31.75629179,2.629052977,2.66578E+11,23.20637733,3.364066518,1.95464E+11,29685.93584,86.58461538,95.24230769,72.42692308,58.53076923,89577274.77,62.49305256,11602390.07,8.112649334,20.57754416,27.24844538,3286.632548,24769.13,10617.75,85848.52,1781155.45,182684.04,73.51230769,-0.063704113,8.198930284
Rwanda,RWA,ClusterD_1990,ClusterC_2015,D_1990-C_2015,DC,0,0,0,0,0,0,0,0,0,1,0,32.27219455,0.067183001,16.39305767,8657179.889,2.154760015,32.27219455,1106212275,321.26808,16.39305767,561374290,0.067183001,8531782.65,1.835557183,51.136614,48.863386,2.154760015,1.297500014,261641.5455,11.50919311,4897.727273,589166.67,0,142428571.4,78050000,7.138477427,25.3436297,9.521455221,9.164991113,396350068.4,27.29168941,12.88665504,988543267.5,1118.400252,64.41153846,67.75769231,48.72692308,47.31923077,1626003.42,14.11119206,4568.08,0.039982367,3.848039657,1.72368807,11.46779,16.67,6.5,0,0,0,16.97630769,8.316933524,0
Samoa,WSM,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,0,0.844489113,0,178471.7778,5.68047996,0,57595584.76,3942.468194,0,126987354.2,0.844489113,177831.27,0.688581267,48.13138015,51.86861985,5.68047996,5.874000072,200034.749,1.956419884,10371.2615,101400,53823.53,85390941.43,14605882.35,5.755659264,59.69300383,28.99556314,8.289775885,136297113.6,51.96095429,7.864450541,243487244.1,0,93.58076923,94.33846154,92.08461538,91.64615385,30939.48,16.49786081,664.73,0.348975363,6.374969571,19.09468826,0,1,16.13,0,0,0,20.97138462,0.286918015,0
Sao Tome and Principe,STP,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,11.96334762,0.456485961,17.49418466,151909.2963,13.25720004,11.96334762,25334764.94,651.1600826,17.49418466,29906623.31,0.456485961,150063.12,2.156417255,50.32878665,49.67121335,13.25720004,14.51444438,33185.2,0.0617,989.65,9588.24,0,15450000,3695555.56,3.682073985,50.39065275,0,0,0,0,0,0,14450.80447,79.52727273,85.84545455,26.36818182,18.00454545,37890,20.41215912,671.2,0.358220624,13.20049654,22.2569724,0,0,3,0,0,0,55.27976923,3.794997196,0
Saudi Arabia,SAU,ClusterA_1990,ClusterA_2015,A_1990-A_2015,AA,1,0,0,0,0,0,0,0,0,0,0,4.194537103,15.5574339,54.42799852,23322095.22,5.763840046,4.194537103,10840180555,19888.02903,54.42799852,1.89274E+11,15.5574339,22977726.31,2.67147041,44.35792723,55.64207277,5.763840046,5.428125024,16505582.14,1065.087462,134208.164,11018117.65,10573983.57,7239538462,15726500000,10.31227539,2.964303171,44.83745239,1.977246462,1.60518E+11,29.63110065,9.703568318,1.02731E+11,104.3720027,95.27692308,95.27692308,97.13461538,97.13461538,18759042.08,68.56955175,1285232.67,4.550622972,22.98599329,16.98784409,0,153.3,687.48,1134.26087,1177.36,263.36,80.31938462,3.01990816,35.53904535
Senegal,SEN,ClusterC_1990,ClusterC_2015,C_1990-C_2015,CC,0,0,0,0,0,0,1,0,0,0,0,17.64045881,0.45863725,23.77984835,10985014.59,9.188999939,17.64045881,1276599542,475.671135,23.77984835,1787158111,0.45863725,10814760.77,2.748964572,50.7377647,49.2622353,9.188999939,12.92249978,249412.9143,7.33994789,3890.970227,646457.14,0,339409015,186200000,5.4678361,13.71092772,26.78299091,4.211788219,2285542125,39.67439465,4.422612023,3598795087,2388.213454,54.30769231,69.24615385,41.49230769,27.45769231,3669521.35,27.30915278,55717.07,0.416004298,5.559572918,1.578101507,316.693585,0,0,905.75,426.2394286,129.5,40.92507692,3.212491668,0.000676188
Serbia,SRB,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,14.02491617,5.856398482,30.85991335,7435070.889,17.08612007,14.02491617,3151987049,5462.370502,30.85991335,7673384293,6.507109425,7449596.23,-0.254618562,50.94573421,49.05426579,17.08612007,19.39166697,1242608,3.323866933,19584.6,663714.29,0,812285714.3,875214285.7,5.664384496,7.704351519,26.07709698,15.28332772,8781793109,41.07249668,14.90839899,13493090646,1161.903981,99.11923077,99.33846154,96.73846154,95.42307692,8483534.33,106.6459414,737084.45,9.473175271,41.3243725,26.65302272,1599.636527,301.67,178.08,4215.115385,3673.484615,1729.85,53.55423077,0.151822439,0.393278116
Seychelles,SYC,ClusterB_1990,ClusterB_2015,B_1990-B_2015,BB,0,0,0,1,0,0,0,0,0,0,0,3.811091908,5.334603349,23.51396867,82164.37037,3.19,3.811091908,22341197.79,911.8749494,23.51396867,140440392.9,5.334603349,81683.12,1.156041848,49.77701751,50.22298249,0,7.177500248,398712.3846,21.17626857,16110.96154,158761.9,45428.57,312095238.1,51095238.1,6.55500878,43.9085662,59.03861366,4.350685575,535447786.4,81.11569108,6.000273311,678074441.2,0,95.7,95.7,98.4,98.4,56285.31,62.61221404,6639.67,7.213487222,25.43043863,613.1349655,146.48382,0,3.5,0,0,0,50.91838462,1.502451773,0
